4.1250	4.0000	0.3750	0.2500
5.0000	5.0000	0.3750	0.2500
5.1250	5.0000	0.4375	0.2500
5.8750	4.0000	0.1875	0.1875
6.0000	4.0000	0.2500	0.2500
5.9900	5.9900	0.2600	0.2300
6.0000	6.0000	0.2500	0.2500
6.2500	4.0000	0.3750	0.2500
6.2500	6.0000	0.3750	0.2500
6.3750	6.1250	0.4375	0.3125
7.8750	4.0000	0.1875	0.1875
8.0000	4.0000	0.2500	0.2500
8.1250	4.0000	0.3125	0.2500
8.0000	5.2500	0.3125	0.2500
8.1400	5.2500	0.3300	0.2300
8.1250	5.2500	0.3750	0.2500
7.8750	6.5000	0.3750	0.2500
8.0000	6.5000	0.4375	0.3125
8.0000	8.0000	0.4375	0.3125
8.1250	8.0000	0.5000	0.3125
8.2500	8.1250	0.5625	0.3750
8.5000	8.1250	0.6875	0.3750
8.7500	8.2500	0.8125	0.5000
9.0000	8.2500	0.9375	0.5625
9.8750	4.0000	0.1875	0.1875
9.8700	3.9600	0.2100	0.1900
10.0000	4.0000	0.2500	0.2500
10.1250	4.0000	0.3125	0.2500
10.2500	4.0000	0.3750	0.2500
9.8750	5.7500	0.3125	0.2500
10.1700	5.7500	0.3600	0.2400
10.1250	5.7500	0.4375	0.2500
10.2500	5.7500	0.5000	0.3125
9.7500	8.0000	0.4375	0.3125
10.0000	8.0000	0.5000	0.3125
10.1250	8.0000	0.6250	0.3750
10.0000	10.0000	0.5625	0.3125
10.1250	10.0000	0.6250	0.3750
10.2500	10.1250	0.6875	0.4375
10.3750	10.1250	0.7500	0.4375
10.5000	10.1250	0.8125	0.5000
10.6250	10.2500	0.8750	0.5625
10.8750	10.2500	1.0000	0.6250
11.1250	10.3750	1.1250	0.6875
11.3750	10.3750	1.2500	0.7500
11.8750	4.0000	0.2500	0.1875
11.9900	3.9900	0.2650	0.2200
12.0000	4.0000	0.2500	0.2500
12.1250	4.0000	0.3750	0.2500
12.2500	4.0000	0.4375	0.2500
12.0000	6.5000	0.3750	0.2500
12.3400	6.5200	0.4400	0.2600
12.1250	6.5000	0.4375	0.2500
12.5000	6.5600	0.5200	0.3000
12.2500	6.6250	0.5625	0.3125
12.0000	8.0000	0.5000	0.3125
12.0000	8.0000	0.5625	0.3125
12.2500	8.1250	0.6250	0.3750
12.0000	10.0000	0.5625	0.3750
12.2500	10.0000	0.6250	0.3750
12.1250	12.0000	0.6250	0.3750
12.2500	12.0000	0.6875	0.4375
12.3750	12.1250	0.7500	0.5000
12.5000	12.1250	0.8125	0.5000
12.6250	12.1250	0.8750	0.5625
12.7500	12.2500	0.9375	0.5625
12.8750	12.2500	1.0000	0.6250
13.1250	12.3750	1.1250	0.6875
13.3750	12.3750	1.2500	0.7500
13.8750	12.5000	1.5000	0.8750
14.3750	12.6250	1.7500	1.0625
13.7500	5.0000	0.3125	0.2500
13.8750	5.0000	0.4375	0.2500
13.4375	6.7500	0.3750	0.2500
14.0000	6.7500	0.4375	0.3125
14.1250	6.7500	0.5000	0.3125
13.6250	8.0000	0.5000	0.3125
13.7500	8.0000	0.5625	0.3125
14.0000	8.0000	0.6875	0.3750
13.8750	10.0000	0.6250	0.3750
14.0000	10.0000	0.6875	0.4375
14.2500	10.1250	0.8125	0.4375
14.0000	12.0000	0.6875	0.4375
14.1250	12.0000	0.7500	0.4375
14.0000	14.5000	0.6875	0.4375
14.1250	14.5000	0.7500	0.4375
14.2500	14.6250	0.8125	0.5000
14.3750	14.6250	0.8750	0.5625
14.5000	14.6250	0.9375	0.5625
14.6250	14.7500	1.0000	0.6250
14.7500	14.7500	1.0625	0.6875
14.7500	15.5000	1.0625	0.6875
14.8750	15.5000	1.1250	0.6875
15.0000	15.5000	1.1875	0.7500
15.1250	15.6250	1.2500	0.7500
15.2500	15.6250	1.3125	0.8125
15.3750	15.6250	1.3750	0.8125
15.5000	15.7500	1.4375	0.8750
15.6250	15.7500	1.5000	0.9375
15.7500	15.7500	1.5625	1.0000
15.8750	15.8750	1.6250	1.0000
16.0000	15.8750	1.6875	1.0625
16.1250	15.8750	1.7500	1.0625
16.2500	16.0000	1.8125	1.1250
16.5000	16.0000	1.9375	1.1875
16.7500	16.1250	2.0625	1.3125
17.2500	16.2500	2.3125	1.4375
16.7500	16.7500	2.0625	1.8750
17.5000	16.3750	2.4375	1.5625
18.0000	16.5000	2.6875	1.6250
18.2500	16.6250	2.8125	1.7500
18.7500	16.7500	3.0625	1.8750
19.0000	16.8750	3.1875	2.0000
19.6250	17.0000	3.5000	2.1875
20.2500	17.2500	3.8125	2.3750
21.0000	17.3750	4.1875	2.6250
21.6250	17.6250	4.5000	2.8125
22.5000	17.8750	4.9375	3.0625
15.6250	5.5000	0.3750	0.2500
15.8750	5.5000	0.4375	0.2500
15.8750	7.0000	0.4375	0.3125
16.0000	7.0000	0.5000	0.3125
16.1250	7.0000	0.5625	0.3750
16.2500	7.1250	0.6250	0.3750
15.8750	8.5000	0.6250	0.4375
16.0000	8.5000	0.6875	0.4375
16.1250	8.5000	0.8125	0.5000
16.3750	8.6250	0.8750	0.5000
16.1250	11.5000	0.8125	0.5000
16.3750	11.5000	0.8750	0.5625
17.7500	6.0000	0.4375	0.3125
17.8750	6.0000	0.5000	0.3125
17.8750	7.5000	0.5000	0.3125
18.0000	7.5000	0.5625	0.3750
18.1250	7.5000	0.6250	0.3750
18.2500	7.5000	0.6875	0.4375
17.8750	8.7500	0.6875	0.3750
18.0000	8.7500	0.7500	0.4375
18.1250	8.7500	0.8125	0.5000
18.3750	8.8750	0.9375	0.5000
18.1250	11.7500	0.8125	0.5000
18.3750	11.7500	0.9375	0.5625
18.5000	11.8750	1.0000	0.6250
20.6250	6.5000	0.4375	0.3750
20.8750	6.5000	0.5625	0.3750
20.7500	8.2500	0.5000	0.3750
21.0000	8.2500	0.6250	0.3750
21.1250	8.2500	0.6875	0.4375
21.2500	8.2500	0.7500	0.4375
20.8750	9.0000	0.8125	0.5000
21.6200	8.4200	0.9300	0.5800
21.1250	9.0000	0.9375	0.5625
21.0000	13.0000	0.8750	0.5000
21.2500	13.0000	1.0000	0.5625
21.5000	13.1250	1.1250	0.6875
23.5000	7.0000	0.5000	0.3750
23.7500	7.0000	0.5625	0.4375
23.7500	9.0000	0.5625	0.4375
23.8750	9.0000	0.6875	0.4375
24.1250	9.0000	0.7500	0.5000
24.2500	9.0000	0.8750	0.5000
24.0000	12.0000	0.7500	0.4375
24.1250	12.0000	0.8750	0.5000
24.2500	12.1250	0.9375	0.5625
24.2500	14.0000	0.8750	0.5625
24.5000	14.0000	1.0000	0.6250
24.7500	14.1250	1.1250	0.6250
26.7500	10.0000	0.6250	0.4375
26.8750	10.0000	0.7500	0.5000
27.1250	10.0000	0.8125	0.5000
27.2500	10.1250	0.9375	0.5625
26.8750	14.0000	1.0000	0.6250
27.1250	14.0000	1.0625	0.6875
27.2500	14.1250	1.1875	0.7500
29.6250	10.5000	0.6875	0.5000
29.8750	10.5000	0.7500	0.5625
30.0000	10.5000	0.8750	0.5625
30.1250	10.5000	0.9375	0.5625
30.2500	10.5000	1.0000	0.6250
29.8750	15.0000	1.0625	0.6250
30.1250	15.0000	1.1875	0.6875
30.3750	15.1250	1.3125	0.7500
32.8750	11.5000	0.7500	0.5625
33.1250	11.5000	0.8750	0.5625
33.2500	11.5000	0.9375	0.6250
33.5000	11.6250	1.0625	0.6250
33.0000	15.7500	1.1250	0.6875
33.2500	15.7500	1.2500	0.7500
33.5000	15.8750	1.3750	0.8125
35.5000	12.0000	0.8125	0.6250
35.8750	12.0000	0.9375	0.6250
36.0000	12.0000	1.0000	0.6250
36.1250	12.0000	1.1250	0.6875
36.3750	12.1250	1.1875	0.7500
36.5000	12.1250	1.2500	0.7500
35.8750	16.5000	1.2500	0.7500
36.0000	16.5000	1.3750	0.8125
36.2500	16.5000	1.4375	0.8125
36.5000	16.6250	1.5625	0.8750
36.7500	16.6250	1.6875	0.9375
